Cites,Authors,Document Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"B. Shirani Bidabadi","Optimization of required torque and energy consumption in the roll forming process",2019,"International Journal on Interactive Design and Manufacturing","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064259116&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064259116&origin=inward",164,"2020-01-23 14:24:36","Article","10.1007/s12008-019-00564-9","1955-2513","https://api.elsevier.com/content/abstract/scopus_id/85064259116",13,3,1029,1048,0,0.00,0,1,1,""
0,"S. Ji","Optimization Design of Warm Extrusion Forming Process Parameter for Contactor Socket Based on Model-based Calibration Toolbox",2018,"Gaoya Dianqi/High Voltage Apparatus","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064035487&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064035487&origin=inward",165,"2020-01-23 14:24:36","Article","10.13296/j.1001-1609.hva.2018.12.030","1001-1609","https://api.elsevier.com/content/abstract/scopus_id/85064035487",54,12,198,203,0,0.00,0,1,2,""
0,"J. Hofmann","Optimization of the Linear Coil Winding Process by Combining New Actuator Principles on the Basis of Wire Forming Analysis",2019,"2018 8th International Electric Drives Production Conference, EDPC 2018 - Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063480054&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063480054&origin=inward",166,"2020-01-23 14:24:36","Conference Paper","10.1109/EDPC.2018.8658264","","https://api.elsevier.com/content/abstract/scopus_id/85063480054",,,,,0,0.00,0,1,1,""
0,"I. Tiong","Forming parameters optimizations with drawing force and die stress in wire rod drawing using rotating die under Coulomb friction",2018,"MATEC Web of Conferences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063180172&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063180172&origin=inward",167,"2020-01-23 14:24:36","Conference Paper","10.1051/matecconf/201818500025","2261-236X","https://api.elsevier.com/content/abstract/scopus_id/85063180172",185,,,,0,0.00,0,1,2,""
0,"K. Bormotin","Optimization of Panel Forming Processes in Creep Mode Using CAE-Technologies",2018,"2018 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2018","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061744720&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061744720&origin=inward",168,"2020-01-23 14:24:36","Conference Paper","10.1109/FarEastCon.2018.8602593","","https://api.elsevier.com/content/abstract/scopus_id/85061744720",,,,,0,0.00,0,1,2,""
0,"S. Zhang","Optimisation research on inductor shape parameters for thermal forming behaviour of ship hull plate by moving induction heating",2019,"Ships and Offshore Structures","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060646007&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060646007&origin=inward",169,"2020-01-23 14:24:36","Article","10.1080/17445302.2019.1570740","1744-5302","https://api.elsevier.com/content/abstract/scopus_id/85060646007",14,8,853,866,0,0.00,0,1,1,""
0,"S. Ren","Optimization of Hot Forming Parameters for Ti-22Al-24Nb Alloy",2018,"Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060175725&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060175725&origin=inward",170,"2020-01-23 14:24:36","Article","","1002-185X","https://api.elsevier.com/content/abstract/scopus_id/85060175725",47,9,2793,2799,0,0.00,0,1,2,""
0,"B. Wan","Structure Design and Forming Process Optimization of the ZL205A Frame Parts",2018,"Tezhong Zhuzao Ji Youse Hejin/Special Casting and Nonferrous Alloys","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058515767&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058515767&origin=inward",171,"2020-01-23 14:24:36","Article","10.15980/j.tzzz.2018.09.006","1001-2249","https://api.elsevier.com/content/abstract/scopus_id/85058515767",38,9,949,952,0,0.00,0,1,2,""
0,"L. Li","Inversion optimization of constitutive model parameters of metal powder forming based on ABAQUS-MATLAB joint simulation",2018,"Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054391239&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054391239&origin=inward",172,"2020-01-23 14:24:36","Article","10.19476/j.ysxb.1004.0609.2018.07.14","1004-0609","https://api.elsevier.com/content/abstract/scopus_id/85054391239",28,7,1387,1393,0,0.00,0,1,2,""
0,"S. Chen","Optimisation of double diaphragm forming process through local adjustment of in-plane constraint",2017,"ICCM International Conferences on Composite Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053115245&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053115245&origin=inward",173,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85053115245",2017,,,,0,0.00,0,1,3,""
0,"V. Dang","Adaptive metamodel-assisted shape optimization for springback in metal forming processes",2019,"International Journal of Material Forming","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051750263&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051750263&origin=inward",174,"2020-01-23 14:24:36","Article","10.1007/s12289-018-1433-4","1960-6206","https://api.elsevier.com/content/abstract/scopus_id/85051750263",12,4,535,552,0,0.00,0,1,1,""
0,"L. Zhang","Parameters optimization and validation of rubber forming of side blank holder based on response surface methodology",2018,"Cailiao Kexue yu Gongyi/Material Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050227207&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050227207&origin=inward",175,"2020-01-23 14:24:36","Article","10.11951/j.issn.1005-0299.20170060","1005-0299","https://api.elsevier.com/content/abstract/scopus_id/85050227207",26,1,39,46,0,0.00,0,1,2,""
0,"T. Mahender","Optimization of flow forming process parameters of al-8014 using genetic algorithm",2018,"International Journal of Engineering and Technology(UAE)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048017611&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048017611&origin=inward",176,"2020-01-23 14:24:36","Article","","2227-524X","https://api.elsevier.com/content/abstract/scopus_id/85048017611",7,2,868,873,0,0.00,0,1,2,""
0,"V. Sobotka","Thermal Optimization of Forming Processes",2016,"Heat Transfer in Polymer Composite Materials: Forming Processes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047591405&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047591405&origin=inward",177,"2020-01-23 14:24:36","Chapter","10.1002/9781119116288.ch7","","https://api.elsevier.com/content/abstract/scopus_id/85047591405",,,203,234,0,0.00,0,1,4,""
0,"M. Prasad","Optimisation of tool path for improved formability of commercial pure aluminium sheets during the incremental forming process",2018,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047327993&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047327993&origin=inward",178,"2020-01-23 14:24:36","Conference Paper","10.1063/1.5035049","0094-243X","https://api.elsevier.com/content/abstract/scopus_id/85047327993",1960,,,,0,0.00,0,1,2,""
0,"U. Chai","Drawing force optimization research on forming parameters of drawing wire rod with rotating die under coulomb friction",2018,"Materials Science Forum","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046364647&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046364647&origin=inward",179,"2020-01-23 14:24:36","Conference Paper","10.4028/www.scientific.net/MSF.920.3","0255-5476","https://api.elsevier.com/content/abstract/scopus_id/85046364647",920,,3,9,0,0.00,0,1,2,""
0,"X. Cai","Process design optimization of stamp forming of a thermoplastic composite shear RIB",2017,"International SAMPE Technical Conference","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044676136&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044676136&origin=inward",180,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85044676136",,,1548,1560,0,0.00,0,1,3,""
0,"H. Chavan","Design of combination tool for an automotive component with process optimization in metal forming",2019,"International Journal on Interactive Design and Manufacturing","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044095020&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044095020&origin=inward",181,"2020-01-23 14:24:36","Article","10.1007/s12008-018-0466-8","1955-2513","https://api.elsevier.com/content/abstract/scopus_id/85044095020",13,1,401,412,0,0.00,0,1,1,""
0,"M. Xu","Optimization of Forming Process Parameters for Transmission Belt Based on Response Surface Method",2017,"Proceedings - 2017 International Conference on Robots and Intelligent System, ICRIS 2017","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041235542&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041235542&origin=inward",182,"2020-01-23 14:24:36","Conference Paper","10.1109/ICRIS.2017.65","","https://api.elsevier.com/content/abstract/scopus_id/85041235542",,,232,235,0,0.00,0,1,3,""
0,"C. Liang","Optimization of the UltraSTEEL Dimpling Forming Process for Energy Absorption",2017,"Procedia Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85036664502&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85036664502&origin=inward",183,"2020-01-23 14:24:36","Conference Paper","10.1016/j.proeng.2017.10.884","1877-7058","https://api.elsevier.com/content/abstract/scopus_id/85036664502",207,,1284,1289,0,0.00,0,1,3,""
0,"S. Jiang","Study on loading path optimization of internal high pressure forming process",2017,"IOP Conference Series: Materials Science and Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034116557&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034116557&origin=inward",184,"2020-01-23 14:24:36","Conference Paper","10.1088/1757-899X/242/1/012052","1757-8981","https://api.elsevier.com/content/abstract/scopus_id/85034116557",242,1,,,0,0.00,0,1,3,""
0,"Y. Li","Diffusion, Nucleation, and Self-Optimization in the Forming Process of Graphene in Annealed Nickel-Carbon Alloy",2017,"Journal of Physical Chemistry C","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030568180&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030568180&origin=inward",185,"2020-01-23 14:24:36","Article","10.1021/acs.jpcc.7b06620","1932-7447","https://api.elsevier.com/content/abstract/scopus_id/85030568180",121,38,21001,21010,0,0.00,0,1,3,""
0,"H. Yan","Numerical simulation and parameter optimization of forming process of ring billet",2017,"Cailiao Rechuli Xuebao/Transactions of Materials and Heat Treatment","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029809283&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029809283&origin=inward",186,"2020-01-23 14:24:36","Article","10.13289/j.issn.1009-6264.2017-0003","1009-6264","https://api.elsevier.com/content/abstract/scopus_id/85029809283",38,8,174,180,0,0.00,0,1,3,""
0,"Y. Su","Numerical simulation and parameter optimization of automobile reinforced inner plate forming process",2017,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029310257&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029310257&origin=inward",187,"2020-01-23 14:24:36","Conference Paper","10.1063/1.4993027","0094-243X","https://api.elsevier.com/content/abstract/scopus_id/85029310257",1864,,,,0,0.00,0,1,3,""
0,"N. Pholdee","Meta-heuristics for engineering optimisation - Applications to metal forming processes",2017,"Key Engineering Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028733039&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028733039&origin=inward",188,"2020-01-23 14:24:36","Article","10.4028/www.scientific.net/KEM.751.145","1013-9826","https://api.elsevier.com/content/abstract/scopus_id/85028733039",751,,145,150,0,0.00,0,1,3,""
0,"H. Azodi","Formability study and forming path optimization in single-point incremental forming process",2017,"Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027730107&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027730107&origin=inward",189,"2020-01-23 14:24:36","Article","","1985-3157","https://api.elsevier.com/content/abstract/scopus_id/85027730107",11,1,,,0,0.00,0,1,3,""
0,"L. Iorio","Application of the Kalai-Smorodinsky approach in multi-objective optimization of metal forming processes",2017,"International Journal of Material Forming","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027002116&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027002116&origin=inward",190,"2020-01-23 14:24:36","Article","10.1007/s12289-016-1297-4","1960-6206","https://api.elsevier.com/content/abstract/scopus_id/85027002116",10,4,515,526,0,0.00,0,1,3,""
0,"P. Tanninen","Process cycle optimization in press forming of paperboard",2018,"Packaging Technology and Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021865580&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021865580&origin=inward",191,"2020-01-23 14:24:36","Article","10.1002/pts.2331","0894-3214","https://api.elsevier.com/content/abstract/scopus_id/85021865580",31,5,369,376,0,0.00,0,1,2,""
0,"Q. Zhang","A new optimization method for drawbead in sheet forming process based on plastic forming principles",2017,"International Journal of Advanced Manufacturing Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018509903&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018509903&origin=inward",192,"2020-01-23 14:24:36","Article","10.1007/s00170-017-0412-0","0268-3768","https://api.elsevier.com/content/abstract/scopus_id/85018509903",92,9,3143,3153,0,0.00,0,1,3,""
0,"J. Klintworth","Forming process simulation and optimization",2016,"CAMX 2016 - Composites and Advanced Materials Expo","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85010032088&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85010032088&origin=inward",193,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85010032088",,,,,0,0.00,0,1,4,""
0,"X. Liu","Optimization Design for the Forming Process of Car Side Door",2016,"Proceedings - 8th International Conference on Intelligent Computation Technology and Automation, ICICTA 2015","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85007387549&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85007387549&origin=inward",194,"2020-01-23 14:24:36","Conference Paper","10.1109/ICICTA.2015.156","","https://api.elsevier.com/content/abstract/scopus_id/85007387549",,,613,616,0,0.00,0,1,4,""
0,"Y. Zhang","Optimization of the spring-back in roll forming process with finite element simulation",2016,"International Journal of Mechanical Engineering and Robotics Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85006413843&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85006413843&origin=inward",195,"2020-01-23 14:24:36","Article","10.18178/ijmerr.5.4.272-275","2278-0149","https://api.elsevier.com/content/abstract/scopus_id/85006413843",5,4,272,275,0,0.00,0,1,4,""
0,"H. Zhou","Drill bit cold heading parametric modeling and forming process optimization",2016,"Zhongguo Jixie Gongcheng/China Mechanical Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84995877162&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84995877162&origin=inward",196,"2020-01-23 14:24:36","Article","10.3969/j.issn.1004-132X.2016.21.021","1004-132X","https://api.elsevier.com/content/abstract/scopus_id/84995877162",27,21,2962,2966,0,0.00,0,1,4,""
0,"G. Sheikholeslami","Optimization of process parameters for high efficiency laser forming of advanced high strength steels within metallurgical constraints",2016,"Physics Procedia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994005328&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994005328&origin=inward",197,"2020-01-23 14:24:36","Conference Paper","10.1016/j.phpro.2016.08.025","1875-3884","https://api.elsevier.com/content/abstract/scopus_id/84994005328",83,,277,285,0,0.00,0,1,4,""
0,"C. Zhu","The optimization of several technological parameters of ultrasonic vibration aided flow-forming",2016,"ICSV 2016 - 23rd International Congress on Sound and Vibration: From Ancient to Modern Acoustics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84987875874&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84987875874&origin=inward",198,"2020-01-23 14:24:36","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/84987875874",,,,,0,0.00,0,1,4,""
0,"Z. Tang","Simulation and optimization analysis method for influence factors of cast forming process",2016,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84980367735&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84980367735&origin=inward",199,"2020-01-23 14:24:36","Article","10.13196/j.cims.2016.07.009","1006-5911","https://api.elsevier.com/content/abstract/scopus_id/84980367735",22,7,1695,1706,0,0.00,0,1,4,""
0,"T. Ning","Optimization of forming parameters on roller briquetting machine with plungers",2016,"Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978795073&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84978795073&origin=inward",200,"2020-01-23 14:24:36","Article","10.6041/j.issn.1000-1298.2016.07.029","1000-1298","https://api.elsevier.com/content/abstract/scopus_id/84978795073",47,7,208,215,0,0.00,0,1,4,""
